ID,Rank,Category,Copies,Card Name,Set
50,2,Trainer,3,Iono,PAL 185
50,2,Trainer,1,Thorton,LOR 167
50,2,Trainer,1,Jacq,SVI 175
50,2,Trainer,1,Boss's Orders,PAL 172
50,2,Trainer,1,Briar,SCR 132
50,2,Trainer,1,Professor's Research,SVI 189
50,2,Trainer,1,Colress's Tenacity,SFA 57
50,2,Trainer,1,Professor Turo's Scenario,PAR 171
50,2,Trainer,4,Rare Candy,SVI 191
50,2,Trainer,4,Nest Ball,SVI 181
50,2,Trainer,3,Ultra Ball,SVI 196
50,2,Trainer,3,Buddy-Buddy Poffin,TEF 144
50,2,Trainer,2,Night Stretcher,SFA 61
50,2,Trainer,1,Super Rod,PAL 188
50,2,Trainer,1,Prime Catcher,TEF 157
50,2,Trainer,1,Counter Catcher,PAR 160
50,2,Trainer,2,Area Zero Underdepths,SCR 131
50,2,Energy,4,Fire Energy,SVE 10
50,2,Energy,1,Double Turbo Energy,BRS 151
51,3,Pokémon,4,Iron Thorns ex,TWM 77
51,3,Trainer,4,Arven,OBF 186
51,3,Trainer,3,Judge,SVI 176
51,3,Trainer,3,Professor's Research,SVI 189
51,3,Trainer,3,Boss's Orders,PAL 172
51,3,Trainer,2,Penny,SVI 183
51,3,Trainer,1,Colress's Tenacity,SFA 57
51,3,Trainer,1,Iono,PAL 185
51,3,Trainer,4,Crushing Hammer,SVI 168
51,3,Trainer,4,Pokégear 3.0,SVI 186
51,3,Trainer,3,Pokémon Catcher,SVI 187
51,3,Trainer,3,Canceling Cologne,ASR 136
51,3,Trainer,2,Techno Radar,PAR 180
51,3,Trainer,1,Enhanced Hammer,TWM 148
51,3,Trainer,1,Prime Catcher,TEF 157
51,3,Trainer,1,Earthen Vessel,PAR 163
51,3,Trainer,1,Lost Vacuum,LOR 162
51,3,Trainer,3,Future Booster Energy Capsule,TEF 149
51,3,Trainer,2,Technical Machine: Turbo Energize,PAR 179
51,3,Trainer,1,Technical Machine: Devolution,PAR 177
51,3,Trainer,2,Lost City,LOR 161
51,3,Trainer,1,Town Store,OBF 196
51,3,Energy,6,Lightning Energy,SVE 12
51,3,Energy,4,Double Turbo Energy,BRS 151
52,4,Pokémon,3,Regidrago V,SIT 135
52,4,Pokémon,3,Regidrago VSTAR,SIT 136
52,4,Pokémon,3,Teal Mask Ogerpon ex,TWM 25
52,4,Pokémon,2,Dragapult ex,TWM 130
52,4,Pokémon,1,Fezandipiti ex,SFA 38
52,4,Pokémon,1,Mew ex,MEW 151
52,4,Pokémon,1,Giratina VSTAR,LOR 131
52,4,Pokémon,1,Kyurem,SFA 47
52,4,Pokémon,1,Radiant Charizard,CRZ 20
52,4,Pokémon,1,Cleffa,OBF 80
52,4,Pokémon,1,Squawkabilly ex,PAL 169
52,4,Pokémon,1,Hisuian Goodra VSTAR,LOR 136
52,4,Trainer,4,Professor's Research,SVI 189
52,4,Trainer,2,Boss's Orders,PAL 172
52,4,Trainer,2,Iono,PAL 185
52,4,Trainer,4,Nest Ball,SVI 181
52,4,Trainer,4,Ultra Ball,SVI 196
52,4,Trainer,4,Energy Switch,SVI 173
52,4,Trainer,4,Earthen Vessel,PAR 163
52,4,Trainer,2,Super Rod,PAL 188
52,4,Trainer,1,Prime Catcher,TEF 157
52,4,Trainer,1,Switch,SVI 194
52,4,Trainer,1,Canceling Cologne,ASR 136
52,4,Trainer,1,Superior Energy Retrieval,PAL 189
52,4,Trainer,1,Temple of Sinnoh,ASR 155
52,4,Trainer,1,Jamming Tower,TWM 153
52,4,Energy,7,Grass Energy,SVE 9
52,4,Energy,2,Fire Energy,SVE 10
53,5,Pokémon,3,Roaring Moon ex,PAR 124
53,5,Pokémon,2,Pecharunt ex,SFA 39
53,5,Pokémon,1,Roaring Moon,TEF 109
53,5,Pokémon,1,Fezandipiti ex,SFA 38
53,5,Pokémon,1,Radiant Greninja,ASR 46
53,5,Pokémon,1,Squawkabilly ex,PAL 169
53,5,Pokémon,1,Iron Bundle,PAR 56
53,5,Trainer,4,Professor Sada's Vitality,PAR 170
53,5,Trainer,2,Judge,SVI 176
53,5,Trainer,1,Boss's Orders,PAL 172
53,5,Trainer,4,Ultra Ball,SVI 196
53,5,Trainer,4,Nest Ball,SVI 181
53,5,Trainer,4,Dark Patch,ASR 139
53,5,Trainer,4,Trekking Shoes,ASR 156
53,5,Trainer,4,Earthen Vessel,PAR 163
53,5,Trainer,3,Pokémon Catcher,SVI 187
53,5,Trainer,2,Pokégear 3.0,SVI 186
53,5,Trainer,2,Night Stretcher,SFA 61
53,5,Trainer,1,Prime Catcher,TEF 157
53,5,Trainer,1,Pal Pad,SVI 182
53,5,Trainer,4,PokéStop,PGO 68
53,5,Energy,9,Darkness Energy,SVE 15
54,6,Pokémon,3,Charmander,MEW 4
54,6,Pokémon,1,Charmander,OBF 26
54,6,Pokémon,1,Charmeleon,PAF 8
54,6,Pokémon,2,Charizard ex,OBF 125
54,6,Pokémon,2,Pidgey,OBF 162
54,6,Pokémon,2,Pidgeot ex,OBF 164
54,6,Pokémon,2,Duskull,SFA 18
54,6,Pokémon,1,Dusclops,SFA 19
54,6,Pokémon,1,Dusknoir,SFA 20
54,6,Pokémon,1,Radiant Charizard,CRZ 20
54,6,Pokémon,1,Rotom V,LOR 58
54,6,Pokémon,1,Lumineon V,BRS 40
54,6,Pokémon,1,Fezandipiti ex,SFA 38
54,6,Pokémon,1,Cleffa,OBF 80
54,6,Trainer,4,Arven,OBF 186
54,6,Trainer,2,Iono,PAL 185
54,6,Trainer,2,Boss's Orders,PAL 172
54,6,Trainer,1,Professor Turo's Scenario,PAR 171
54,6,Trainer,1,Thorton,LOR 167
54,6,Trainer,4,Rare Candy,SVI 191
54,6,Trainer,4,Ultra Ball,SVI 196
54,6,Trainer,4,Buddy-Buddy Poffin,TEF 144
54,6,Trainer,2,Nest Ball,SVI 181
54,6,Trainer,2,Super Rod,PAL 188
54,6,Trainer,2,Counter Catcher,PAR 160
54,6,Trainer,1,Lost Vacuum,LOR 162
54,6,Trainer,1,Unfair Stamp,TWM 165
54,6,Trainer,1,Night Stretcher,SFA 61
54,6,Trainer,1,Forest Seal Stone,SIT 156
54,6,Trainer,1,Defiance Band,SVI 169
54,6,Trainer,1,Jamming Tower,TWM 153
54,6,Energy,6,Fire Energy,SVE 10
55,7,Pokémon,3,Charmander,MEW 4
55,7,Pokémon,1,Charmeleon,PAF 8
55,7,Pokémon,2,Charizard ex,OBF 125
55,7,Pokémon,2,Pidgey,OBF 162
55,7,Pokémon,2,Pidgeot ex,OBF 164
55,7,Pokémon,2,Duskull,SFA 18
55,7,Pokémon,1,Dusclops,SFA 19
55,7,Pokémon,1,Dusknoir,SFA 20
55,7,Pokémon,1,Lumineon V,BRS 40
55,7,Pokémon,1,Fezandipiti ex,SFA 38
55,7,Pokémon,1,Cleffa,OBF 80
55,7,Pokémon,1,Rotom V,LOR 58
55,7,Pokémon,1,Radiant Charizard,CRZ 20
55,7,Trainer,4,Arven,OBF 186
55,7,Trainer,2,Boss's Orders,PAL 172
55,7,Trainer,2,Iono,PAL 185
55,7,Trainer,1,Professor Turo's Scenario,PAR 171
55,7,Trainer,1,Briar,SCR 132
55,7,Trainer,1,Thorton,LOR 167
55,7,Trainer,4,Rare Candy,SVI 191
55,7,Trainer,4,Ultra Ball,SVI 196
55,7,Trainer,4,Buddy-Buddy Poffin,TEF 144
55,7,Trainer,3,Nest Ball,SVI 181
55,7,Trainer,2,Super Rod,PAL 188
55,7,Trainer,2,Counter Catcher,PAR 160
55,7,Trainer,1,Night Stretcher,SFA 61
55,7,Trainer,1,Lost Vacuum,LOR 162
55,7,Trainer,1,Unfair Stamp,TWM 165
55,7,Trainer,1,Defiance Band,SVI 169
55,7,Trainer,1,Forest Seal Stone,SIT 156
55,7,Trainer,1,Collapsed Stadium,BRS 137
55,7,Energy,5,Fire Energy,SVE 10
56,8,Pokémon,2,Origin Forme Palkia V,ASR 39
56,8,Pokémon,2,Origin Forme Palkia VSTAR,ASR 40
56,8,Pokémon,3,Duskull,SFA 18
56,8,Pokémon,1,Dusclops,SFA 19
56,8,Pokémon,2,Dusknoir,SFA 20
56,8,Pokémon,1,Froakie,OBF 56
56,8,Pokémon,1,Greninja ex,TWM 106
56,8,Pokémon,1,Radiant Greninja,ASR 46
56,8,Pokémon,1,Bloodmoon Ursaluna ex,TWM 141
56,8,Pokémon,1,Squawkabilly ex,PAL 169
56,8,Pokémon,1,Fezandipiti ex,SFA 38
56,8,Pokémon,1,Mew ex,MEW 151
56,8,Trainer,4,Iono,PAL 185
56,8,Trainer,1,Irida,ASR 147
56,8,Trainer,4,Nest Ball,SVI 181
56,8,Trainer,4,Ultra Ball,SVI 196
56,8,Trainer,4,Rare Candy,SVI 191
56,8,Trainer,4,Night Stretcher,SFA 61
56,8,Trainer,2,Trekking Shoes,ASR 156
56,8,Trainer,2,Earthen Vessel,PAR 163
56,8,Trainer,2,Buddy-Buddy Poffin,TEF 144
56,8,Trainer,2,Lost Vacuum,LOR 162
56,8,Trainer,1,Hisuian Heavy Ball,ASR 146
56,8,Trainer,1,Counter Catcher,PAR 160
56,8,Trainer,1,Prime Catcher,TEF 157
56,8,Trainer,1,Switch,SVI 194
56,8,Trainer,3,PokéStop,PGO 68
56,8,Energy,7,Water Energy,SVE 11
57,9,Pokémon,4,Hoothoot,TEF 126
57,9,Pokémon,4,Noctowl,SCR 115
57,9,Pokémon,3,Duskull,SFA 18
57,9,Pokémon,2,Dusknoir,SFA 20
57,9,Pokémon,3,Terapagos ex,SCR 128
57,9,Pokémon,2,Fan Rotom,SCR 118
57,9,Pokémon,1,Pidgey,OBF 162
57,9,Pokémon,1,Pidgeot ex,OBF 164
57,9,Pokémon,1,Bloodmoon Ursaluna ex,TWM 141
57,9,Pokémon,1,Fezandipiti ex,SFA 38
57,9,Trainer,3,Iono,PAL 185
57,9,Trainer,1,Professor's Research,SVI 189
57,9,Trainer,1,Thorton,LOR 167
57,9,Trainer,1,Boss's Orders,PAL 172
57,9,Trainer,1,Briar,SCR 132
57,9,Trainer,4,Nest Ball,SVI 181
57,9,Trainer,4,Rare Candy,SVI 191
57,9,Trainer,3,Buddy-Buddy Poffin,TEF 144
57,9,Trainer,3,Ultra Ball,SVI 196
57,9,Trainer,3,Night Stretcher,SFA 61
57,9,Trainer,1,Feather Ball,ASR 141
57,9,Trainer,1,Energy Loto,ASR 140
57,9,Trainer,1,Prime Catcher,TEF 157
57,9,Trainer,1,Counter Catcher,PAR 160
57,9,Trainer,1,Switch,SVI 194
57,9,Trainer,1,Lost Vacuum,LOR 162
57,9,Trainer,1,Vitality Band,SVI 197
57,9,Trainer,3,Area Zero Underdepths,SCR 131
57,9,Energy,4,Double Turbo Energy,BRS 151
58,10,Pokémon,4,Comfey,LOR 79
58,10,Pokémon,1,Sableye,LOR 70
58,10,Pokémon,1,Cramorant,LOR 50
58,10,Pokémon,1,Radiant Greninja,ASR 46
58,10,Pokémon,1,Raikou V,BRS 48
58,10,Pokémon,1,Iron Hands ex,PAR 70
58,10,Pokémon,1,Bloodmoon Ursaluna ex,TWM 141
58,10,Pokémon,1,Fezandipiti ex,SFA 38
58,10,Pokémon,1,Manaphy,BRS 41
58,10,Pokémon,1,Spiritomb,PAL 89
58,10,Trainer,4,Colress's Experiment,LOR 155
58,10,Trainer,1,Boss's Orders,PAL 172
58,10,Trainer,1,Cyllene,ASR 138
58,10,Trainer,4,Mirage Gate,LOR 163
58,10,Trainer,4,Nest Ball,SVI 181
58,10,Trainer,4,Switch Cart,ASR 154
58,10,Trainer,4,Switch,SVI 194
58,10,Trainer,4,Super Rod,PAL 188
58,10,Trainer,3,Buddy-Buddy Poffin,TEF 144
58,10,Trainer,2,Lost Vacuum,LOR 162
58,10,Trainer,1,Hisuian Heavy Ball,ASR 146
58,10,Trainer,1,Pokégear 3.0,SVI 186
58,10,Trainer,1,Pal Pad,SVI 182
58,10,Trainer,1,Prime Catcher,TEF 157
58,10,Trainer,1,Rescue Board,TEF 159
58,10,Trainer,3,PokéStop,PGO 68
58,10,Energy,3,Water Energy,SVE 11
58,10,Energy,3,Lightning Energy,SVE 12
58,10,Energy,2,Psychic Energy,SVE 13
59,11,Pokémon,4,Raging Bolt ex,TEF 123
59,11,Pokémon,3,Teal Mask Ogerpon ex,TWM 25
59,11,Pokémon,1,Fezandipiti ex,SFA 38
59,11,Pokémon,1,Lumineon V,BRS 40
59,11,Pokémon,1,Squawkabilly ex,PAL 169
59,11,Pokémon,1,Slither Wing,PAR 107
59,11,Pokémon,1,Radiant Greninja,ASR 46
59,11,Trainer,4,Professor Sada's Vitality,PAR 170
59,11,Trainer,1,Boss's Orders,PAL 172
59,11,Trainer,1,Iono,PAL 185
59,11,Trainer,4,Earthen Vessel,PAR 163
59,11,Trainer,4,Nest Ball,SVI 181
59,11,Trainer,4,Energy Retrieval,SVI 171
59,11,Trainer,3,Switch Cart,ASR 154
59,11,Trainer,2,Pokégear 3.0,SVI 186
59,11,Trainer,2,Ultra Ball,SVI 196
59,11,Trainer,2,Pokémon Catcher,SVI 187
59,11,Trainer,2,Night Stretcher,SFA 61
59,11,Trainer,1,Pal Pad,SVI 182
59,11,Trainer,1,Prime Catcher,TEF 157
59,11,Trainer,3,Bravery Charm,PAL 173
59,11,Trainer,3,PokéStop,PGO 68
59,11,Energy,5,Grass Energy,SVE 9
59,11,Energy,3,Fighting Energy,SVE 14
59,11,Energy,3,Lightning Energy,SVE 12
60,12,Pokémon,3,Miraidon ex,SVI 81
60,12,Pokémon,2,Raikou V,BRS 48
60,12,Pokémon,2,Iron Hands ex,PAR 70
60,12,Pokémon,2,Zapdos,PGO 29
60,12,Pokémon,2,Squawkabilly ex,PAL 169
60,12,Pokémon,1,Bloodmoon Ursaluna ex,TWM 141
60,12,Pokémon,1,Fezandipiti ex,SFA 38
60,12,Pokémon,1,Mew ex,MEW 151
60,12,Pokémon,1,Mewtwo ex,PAR 58
60,12,Pokémon,1,Iron Bundle,PAR 56
60,12,Trainer,4,Arven,OBF 186
60,12,Trainer,4,Boss's Orders,PAL 172
60,12,Trainer,4,Electric Generator,SVI 170
60,12,Trainer,4,Nest Ball,SVI 181
60,12,Trainer,2,Switch Cart,ASR 154
60,12,Trainer,1,Secret Box,TWM 163
60,12,Trainer,1,Ultra Ball,SVI 196
60,12,Trainer,1,Lost Vacuum,LOR 162
60,12,Trainer,2,Forest Seal Stone,SIT 156
60,12,Trainer,1,Rescue Board,TEF 159
60,12,Trainer,1,Bravery Charm,PAL 173
60,12,Trainer,2,Area Zero Underdepths,SCR 131
60,12,Energy,15,Lightning Energy,SVE 12
60,12,Energy,2,Double Turbo Energy,BRS 151
61,13,Pokémon,4,Snorlax,PGO 55
61,13,Pokémon,3,Mimikyu,PAL 97
61,13,Pokémon,2,Rotom V,LOR 58
61,13,Pokémon,1,Regieleki,ASR 51
61,13,Pokémon,1,Cornerstone Mask Ogerpon ex,TWM 112
61,13,Trainer,4,Arven,OBF 186
61,13,Trainer,4,Penny,SVI 183
61,13,Trainer,2,Eri,TEF 146
61,13,Trainer,2,Miss Fortune Sisters,LOR 164
61,13,Trainer,1,Xerosic's Machinations,SFA 64
61,13,Trainer,1,Cyllene,ASR 138
61,13,Trainer,1,Team Yell's Cheer,BRS 149
61,13,Trainer,1,Boss's Orders,PAL 172
61,13,Trainer,1,Giacomo,PAL 182
61,13,Trainer,4,Counter Catcher,PAR 160
61,13,Trainer,4,Pokégear 3.0,SVI 186
61,13,Trainer,4,Nest Ball,SVI 181
61,13,Trainer,3,Pal Pad,SVI 182
61,13,Trainer,2,Accompanying Flute,TWM 142
61,13,Trainer,1,Night Stretcher,SFA 61
61,13,Trainer,1,Hisuian Heavy Ball,ASR 146
61,13,Trainer,1,Lost Vacuum,LOR 162
61,13,Trainer,2,Handheld Fan,TWM 150
61,13,Trainer,1,Forest Seal Stone,SIT 156
61,13,Trainer,1,Hero's Cape,TEF 152
61,13,Trainer,1,Luxurious Cape,PAR 166
61,13,Trainer,1,Bravery Charm,PAL 173
61,13,Trainer,4,Temple of Sinnoh,ASR 155
61,13,Energy,2,Mist Energy,TEF 161
62,14,Pokémon,4,Ralts,ASR 60
62,14,Pokémon,4,Kirlia,SIT 68
62,14,Pokémon,2,Gardevoir ex,SVI 86
62,14,Pokémon,1,Drifloon,SVI 89
62,14,Pokémon,1,Scream Tail,PAR 86
62,14,Pokémon,1,Munkidori,TWM 95
62,14,Pokémon,1,Klefki,SVI 96
62,14,Pokémon,1,Spiritomb,PAL 89
62,14,Pokémon,1,Radiant Greninja,ASR 46
62,14,Pokémon,1,Fezandipiti ex,SFA 38
62,14,Trainer,4,Iono,PAL 185
62,14,Trainer,2,Arven,OBF 186
62,14,Trainer,2,Professor's Research,SVI 189
62,14,Trainer,1,Boss's Orders,PAL 172
62,14,Trainer,1,Professor Turo's Scenario,PAR 171
62,14,Trainer,4,Buddy-Buddy Poffin,TEF 144
62,14,Trainer,3,Earthen Vessel,PAR 163
62,14,Trainer,2,Nest Ball,SVI 181
62,14,Trainer,2,Ultra Ball,SVI 196
62,14,Trainer,2,Counter Catcher,PAR 160
62,14,Trainer,2,Rare Candy,SVI 191
62,14,Trainer,2,Super Rod,PAL 188
62,14,Trainer,1,Hisuian Heavy Ball,ASR 146
62,14,Trainer,1,Night Stretcher,SFA 61
62,14,Trainer,1,Secret Box,TWM 163
62,14,Trainer,3,Bravery Charm,PAL 173
62,14,Trainer,1,Technical Machine: Evolution,PAR 178
62,14,Trainer,1,Temple of Sinnoh,ASR 155
62,14,Energy,7,Psychic Energy,SVE 13
62,14,Energy,1,Darkness Energy,SVE 15
63,15,Pokémon,3,Duskull,SFA 18
63,15,Pokémon,1,Dusclops,SFA 19
63,15,Pokémon,2,Dusknoir,SFA 20
63,15,Pokémon,3,Origin Forme Palkia V,ASR 39
63,15,Pokémon,2,Origin Forme Palkia VSTAR,ASR 40
63,15,Pokémon,1,Froakie,OBF 56
63,15,Pokémon,1,Greninja ex,TWM 106
63,15,Pokémon,1,Squawkabilly ex,PAL 169
63,15,Pokémon,1,Radiant Greninja,ASR 46
63,15,Pokémon,1,Mew ex,MEW 151
63,15,Pokémon,1,Fezandipiti ex,SFA 38
63,15,Pokémon,1,Bloodmoon Ursaluna ex,TWM 141
63,15,Trainer,4,Iono,PAL 185
63,15,Trainer,2,Irida,ASR 147
63,15,Trainer,4,Nest Ball,SVI 181
63,15,Trainer,4,Ultra Ball,SVI 196
63,15,Trainer,4,Night Stretcher,SFA 61
63,15,Trainer,4,Rare Candy,SVI 191
63,15,Trainer,2,Earthen Vessel,PAR 163
63,15,Trainer,2,Trekking Shoes,ASR 156
63,15,Trainer,1,Switch,SVI 194
63,15,Trainer,1,Lost Vacuum,LOR 162
63,15,Trainer,1,Buddy-Buddy Poffin,TEF 144
63,15,Trainer,1,Counter Catcher,PAR 160
63,15,Trainer,1,Prime Catcher,TEF 157
63,15,Trainer,1,Hisuian Heavy Ball,ASR 146
63,15,Trainer,3,PokéStop,PGO 68
63,15,Energy,7,Water Energy,SVE 11
64,16,Pokémon,3,Gouging Fire ex,TEF 38
64,16,Pokémon,1,Delphox V,LOR 27
64,16,Pokémon,1,Flutter Mane,TEF 78
64,16,Pokémon,1,Mew ex,MEW 151
64,16,Pokémon,1,Lumineon V,BRS 40
64,16,Pokémon,1,Radiant Greninja,ASR 46
64,16,Pokémon,1,Entei V,BRS 22
64,16,Pokémon,1,Fezandipiti ex,SFA 38
64,16,Pokémon,1,Munkidori,TWM 95
64,16,Pokémon,1,Squawkabilly ex,PAL 169
64,16,Trainer,4,Professor Sada's Vitality,PAR 170
64,16,Trainer,3,Boss's Orders,PAL 172
64,16,Trainer,1,Judge,SVI 176
64,16,Trainer,1,Kieran,TWM 154
64,16,Trainer,1,Penny,SVI 183
64,16,Trainer,3,Ultra Ball,SVI 196
64,16,Trainer,3,Nest Ball,SVI 181
64,16,Trainer,3,Earthen Vessel,PAR 163
64,16,Trainer,3,Trekking Shoes,ASR 156
64,16,Trainer,3,Energy Switch,SVI 173
64,16,Trainer,2,Switch Cart,ASR 154
64,16,Trainer,1,Secret Box,TWM 163
64,16,Trainer,2,Bravery Charm,PAL 173
64,16,Trainer,1,Forest Seal Stone,SIT 156
64,16,Trainer,4,Magma Basin,BRS 144
64,16,Energy,7,Fire Energy,SVE 10
64,16,Energy,4,Jet Energy,PAL 190
64,16,Energy,2,Darkness Energy,SVE 15
65,1,Pokémon,4,Archeops,SIT 147
65,1,Pokémon,3,Lugia V,SIT 138
65,1,Pokémon,3,Lugia VSTAR,SIT 139
65,1,Pokémon,2,Minccino,TEF 136
65,1,Pokémon,2,Cinccino,TEF 137
65,1,Pokémon,2,Lumineon V,BRS 40
65,1,Pokémon,1,Wellspring Mask Ogerpon ex,TWM 64
65,1,Pokémon,1,Raikou V,BRS 48
65,1,Pokémon,1,Iron Hands ex,PAR 70
65,1,Pokémon,1,Bloodmoon Ursaluna ex,TWM 141
65,1,Pokémon,1,Squawkabilly ex,PAL 169
65,1,Trainer,4,Boss's Orders,PAL 172
65,1,Trainer,3,Professor's Research,SVI 189
65,1,Trainer,2,Iono,PAL 185
65,1,Trainer,1,Carmine,TWM 145
65,1,Trainer,1,Jacq,SVI 175
65,1,Trainer,4,Ultra Ball,SVI 196
65,1,Trainer,4,Capturing Aroma,SIT 153
65,1,Trainer,2,Nest Ball,SVI 181
65,1,Trainer,2,Mesagoza,SVI 178
65,1,Energy,4,Jet Energy,PAL 190
65,1,Energy,4,Gift Energy,LOR 171
65,1,Energy,3,Double Turbo Energy,BRS 151
65,1,Energy,3,Mist Energy,TEF 161
65,1,Energy,1,Legacy Energy,TWM 167
65,1,Energy,1,V Guard Energy,SIT 169
66,2,Pokémon,3,Regidrago V,SIT 135
66,2,Pokémon,3,Regidrago VSTAR,SIT 136
66,2,Pokémon,3,Teal Mask Ogerpon ex,TWM 25
66,2,Pokémon,2,Dragapult ex,TWM 130
66,2,Pokémon,1,Hisuian Goodra VSTAR,LOR 136
66,2,Pokémon,1,Giratina VSTAR,LOR 131
66,2,Pokémon,1,Kyurem,SFA 47
66,2,Pokémon,1,Radiant Charizard,CRZ 20
66,2,Pokémon,1,Mew ex,MEW 151
66,2,Pokémon,1,Squawkabilly ex,PAL 169
66,2,Pokémon,1,Cleffa,OBF 80
66,2,Pokémon,1,Fezandipiti ex,SFA 38
66,2,Trainer,4,Professor's Research,SVI 189
66,2,Trainer,3,Iono,PAL 185
66,2,Trainer,2,Boss's Orders,PAL 172
66,2,Trainer,4,Ultra Ball,SVI 196
66,2,Trainer,4,Nest Ball,SVI 181
66,2,Trainer,4,Energy Switch,SVI 173
66,2,Trainer,3,Earthen Vessel,PAR 163
66,2,Trainer,2,Super Rod,PAL 188
66,2,Trainer,1,Prime Catcher,TEF 157
66,2,Trainer,1,Switch,SVI 194
66,2,Trainer,1,Canceling Cologne,ASR 136
66,2,Trainer,1,Temple of Sinnoh,ASR 155
66,2,Trainer,1,Jamming Tower,TWM 153
66,2,Energy,7,Grass Energy,SVE 9
66,2,Energy,3,Fire Energy,SVE 10
67,3,Pokémon,4,Archeops,SIT 147
67,3,Pokémon,3,Lugia V,SIT 138
67,3,Pokémon,3,Lugia VSTAR,SIT 139
67,3,Pokémon,2,Minccino,BRS 124
67,3,Pokémon,1,Minccino,TEF 136
67,3,Pokémon,2,Cinccino,TEF 137
67,3,Pokémon,2,Lumineon V,BRS 40
67,3,Pokémon,1,Bloodmoon Ursaluna ex,TWM 141
67,3,Pokémon,1,Iron Hands ex,PAR 70
67,3,Pokémon,1,Wellspring Mask Ogerpon ex,TWM 64
67,3,Trainer,4,Boss's Orders,PAL 172
67,3,Trainer,3,Professor's Research,SVI 189
67,3,Trainer,2,Iono,PAL 185
67,3,Trainer,1,Jacq,SVI 175
67,3,Trainer,4,Ultra Ball,SVI 196
67,3,Trainer,4,Capturing Aroma,SIT 153
67,3,Trainer,3,Nest Ball,SVI 181
67,3,Trainer,1,Great Ball,PAL 183
67,3,Trainer,2,Mesagoza,SVI 178
67,3,Energy,4,Gift Energy,LOR 171
67,3,Energy,4,Jet Energy,PAL 190
67,3,Energy,3,Double Turbo Energy,BRS 151
67,3,Energy,3,Mist Energy,TEF 161
67,3,Energy,1,V Guard Energy,SIT 169
67,3,Energy,1,Legacy Energy,TWM 167
68,4,Pokémon,3,Hoothoot,SCR 114
68,4,Pokémon,3,Noctowl,SCR 115
68,4,Pokémon,3,Terapagos ex,SCR 128
68,4,Pokémon,2,Duskull,SFA 18
68,4,Pokémon,2,Dusknoir,SFA 20
68,4,Pokémon,2,Fan Rotom,SCR 118
68,4,Pokémon,2,Bouffalant,SCR 119
68,4,Pokémon,1,Pidgey,OBF 162
68,4,Pokémon,1,Pidgeot ex,OBF 164
68,4,Pokémon,1,Regidrago V,SIT 135
68,4,Pokémon,1,Regidrago VSTAR,SIT 136
68,4,Pokémon,1,Bloodmoon Ursaluna ex,TWM 141
68,4,Pokémon,1,Fezandipiti ex,SFA 38
68,4,Trainer,3,Iono,PAL 185
68,4,Trainer,1,Boss's Orders,PAL 172
68,4,Trainer,1,Briar,SCR 132
68,4,Trainer,1,Professor Turo's Scenario,PAR 171
68,4,Trainer,1,Professor's Research,SVI 189
68,4,Trainer,1,Thorton,LOR 167
68,4,Trainer,4,Ultra Ball,SVI 196
68,4,Trainer,4,Nest Ball,SVI 181
68,4,Trainer,4,Rare Candy,SVI 191
68,4,Trainer,3,Buddy-Buddy Poffin,TEF 144
68,4,Trainer,2,Night Stretcher,SFA 61
68,4,Trainer,1,Lost Vacuum,LOR 162
68,4,Trainer,1,Hisuian Heavy Ball,ASR 146
68,4,Trainer,1,Feather Ball,ASR 141
68,4,Trainer,1,Counter Catcher,PAR 160
68,4,Trainer,1,Prime Catcher,TEF 157
68,4,Trainer,3,Area Zero Underdepths,SCR 131
68,4,Energy,4,Double Turbo Energy,BRS 151
69,5,Pokémon,4,Lugia V,SIT 138
69,5,Pokémon,3,Lugia VSTAR,SIT 139
69,5,Pokémon,4,Archeops,SIT 147
69,5,Pokémon,1,Minccino,BRS 124
69,5,Pokémon,1,Minccino,TEF 136
69,5,Pokémon,2,Cinccino,TEF 137
69,5,Pokémon,2,Lumineon V,BRS 40
69,5,Pokémon,1,Bloodmoon Ursaluna ex,TWM 141
69,5,Pokémon,1,Iron Hands ex,PAR 70
69,5,Pokémon,1,Wellspring Mask Ogerpon ex,TWM 64
69,5,Trainer,3,Professor's Research,SVI 189
69,5,Trainer,3,Boss's Orders,PAL 172
69,5,Trainer,2,Iono,PAL 185
69,5,Trainer,1,Irida,ASR 147
69,5,Trainer,1,Thorton,LOR 167
69,5,Trainer,1,Jacq,SVI 175
69,5,Trainer,4,Ultra Ball,SVI 196
69,5,Trainer,4,Capturing Aroma,SIT 153
69,5,Trainer,3,Great Ball,PAL 183
69,5,Trainer,2,Mesagoza,SVI 178
69,5,Energy,4,Gift Energy,LOR 171
69,5,Energy,4,Jet Energy,PAL 190
69,5,Energy,3,Double Turbo Energy,BRS 151
69,5,Energy,3,Mist Energy,TEF 161
69,5,Energy,1,V Guard Energy,SIT 169
69,5,Energy,1,Legacy Energy,TWM 167
70,6,Pokémon,3,Regidrago V,SIT 135
70,6,Pokémon,3,Regidrago VSTAR,SIT 136
70,6,Pokémon,3,Teal Mask Ogerpon ex,TWM 25
70,6,Pokémon,2,Dragapult ex,TWM 130
70,6,Pokémon,1,Giratina VSTAR,LOR 131
70,6,Pokémon,1,Kyurem,SFA 47
70,6,Pokémon,1,Squawkabilly ex,PAL 169
70,6,Pokémon,1,Mew ex,MEW 151
70,6,Pokémon,1,Fezandipiti ex,SFA 38
70,6,Pokémon,1,Cleffa,OBF 80
